ID	DOCULECT	CLUSTERFORMAT	CLUSTERID	CONCEPT	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	CONCEPTID	CONCEPT_VARIANTS	FORM_VARIANTS	HOMOPHONES	ID_BACK	CHECK	COGID
2721	Achang_Longchuan	1	508	three	sum³¹	three	s u m ³¹	?	?	three num	sum³¹  | 0799.28	Achang (Longchuan) TBL	1	CVcT	s u m ³¹	332				3015	-	583
2722	Achang_Longchuan_B	1	508	three	sum³¹	three	s u m ³¹	?	?	three	sum³¹  | 913.41	Achang (Longchuan) ZMYYC	1	CVcT	s u m ³¹	332				3008	-	583
2723	Achang_Luxi	1	508	three	sɔm³⁵	three	s ɔ m ³⁵	?	?	three	sɔm³⁵  | 9.2	Achang (Luxi) JZ-Achang	1	CVcT	s ɔ m ³⁵	332				3009	-	583
2724	Atsi	1	508	three	sum²¹	three	s u m ²¹	?	?	three num	sum²¹  | 0799.30	Atsi [Zaiwa] TBL	1	CVcT	s u m ²¹	332				3017	-	583
2725	Atsi_B	1	508	three	sum²¹	three	s u m ²¹	?	?	three	sum²¹  | 913.42	Atsi [Zaiwa] ZMYYC	1	CVcT	s u m ²¹	332				3010	-	583
2726	Bola	1	508	three	sam⁵⁵	three	s a m ⁵⁵	?	?	three num	sam⁵⁵  | 0799.32	Bola (Luxi) TBL	1	CVcT	s a m ⁵⁵	332				3018	-	583
2727	Burmese_ZMYYC	1	508	three	suṁḥ	three	tʰ u ṁ ³	?	suṁḥ	three	thuṁ³  | 913.39	Burmese (Written) ZMYYC	1	CVc	s u ṁḥ	332				3011	-	583
2728	Hpun	1	508	three	ʃàŋ	three	ʃ à ŋ	?	?	three	ʃàŋ, shàŋ  | 401.12	Hpun (Northern) EJAH-Hpun	1	CVc	ʃ à ŋ	332		ʃàŋ // shàŋ		3012	-	583
2729	Lashi	1	508	three	sɔm⁵⁵	three	s ɔ m ⁵⁵	?	?	three num	sɔm⁵⁵  | 0799.33	Leqi (Luxi) TBL	1	CVcT	s ɔ m ⁵⁵	332				3020	-	583
2730	Maru	1	508	three	sam³¹	three	s a m ³¹	?	?	three num	sam³¹  | 0799.31	Langsu (Luxi) TBL	1	CVcT	s a m ³¹	332				3019	-	583
2731	Maru_B	1	508	three	sam³¹	three	s a m ³¹	?	?	three	sam³¹  | 913.43	Maru [Langsu] ZMYYC	1	CVcT	s a m ³¹	332				3014	-	583
2732	Xiandao	1	508	three	sum³¹	three	s u m ³¹	?	?	three num	sum³¹  | 0799.29	Achang (Xiandao) TBL	1	CVcT	s u m ³¹	332				3016	-	583
2733	Hpun	25	509	three things	ʃàŋkɔ́ŋ	three	?	?	?	three things	ʃàŋ kɔ́ŋ, shàŋkɔ́ŋ  | 401.12	Hpun (Northern) EJAH-Hpun	25	CVcCVc	ʃ à ŋ ◦ k ɔ́ ŋ	333		ʃàŋkɔ́ŋ // shàŋkɔ́ŋ		3021	-	584
2734	Achang_Longchuan	0 0 21	716	to arrange	tam⁵¹	to put	t a m ⁵¹	?	?	put in order / arrange	tam⁵¹  | 1134.28	Achang (Longchuan) TBL	21	CVcT	t a m ⁵¹	334				3936	-	866
2735	Atsi	4 4 0	716	to arrange	to̱²¹to̱²¹	to put	t o̱ ²¹ + t o̱ ²¹	?	?	put in order / arrange	to̱²¹ to̱²¹  | 1134.30	Atsi [Zaiwa] TBL	4 4	CVTCVT	t o̱ ²¹ ◦ t o̱ ²¹	334				3938	-	866
2736	Bola	4 4 0	716	to arrange	ta̱³⁵ta̱³¹	to put	t a̱ ³⁵ + t a̱ ³¹	?	?	put in order / arrange	ta̱³⁵ ta̱³¹  | 1134.32	Bola (Luxi) TBL	4 4	CVTCVT	t a̱ ³⁵ ◦ t a̱ ³¹	334				3939	-	866
2737	Lashi	4 4 0	716	to arrange	tɔ̱ː⁵⁵tɔ̱ː³³	to put	t ɔ̱ː ⁵⁵ + t ɔ̱ː ³³	?	?	put in order / arrange	tɔ̱ː⁵⁵ tɔ̱ː³³  | 1134.33	Leqi (Luxi) TBL	4 4	CVTCVT	t ɔ̱ː ⁵⁵ ◦ t ɔ̱ː ³³	334				3941	-	866
2738	Maru	0 4 0	716	to arrange	tɔ̱³⁵	to put	t ɔ̱ ³⁵	?	?	put in order / arrange	tɔ̱³⁵  | 1134.31	Langsu (Luxi) TBL	4	CVT	t ɔ̱ ³⁵	334				3940	-	866
2739	Xiandao	0 0 21	716	to arrange	tam⁵⁵	to put	t a m ⁵⁵	?	?	put in order / arrange	tam⁵⁵  | 1134.29	Achang (Xiandao) TBL	21	CVcT	t a m ⁵⁵	334				3937	-	866
2740	Achang_Lianghe	1	510	to ascend	tɑ³¹	to ascend	t ɑ ³¹	?	?	ascend	tɑ³¹  | 1603.22	Achang (Lianghe) JZ-Achang	1	CVT	t ɑ ³¹	335			one // to ascend	3023	-	586
2741	Achang_Longchuan_B	1	510	to ascend	tɔʔ⁵⁵	to ascend	t ɔ ʔ ⁵⁵	?	?	ascend	tɔʔ⁵⁵  | 743.41	Achang (Longchuan) ZMYYC	1	CVcT	t ɔ ʔ ⁵⁵	335				3024	-	586
2742	Achang_Luxi	1	510	to ascend	ta⁵¹	to ascend	t a ⁵¹	?	?	ascend	ta⁵¹  | 1639.13	Achang (Luxi) JZ-Achang	1	CVT	t a ⁵¹	335				3025	-	586
2743	Atsi_B	1	510	to ascend	toʔ²¹	to ascend	t o ʔ ²¹	?	?	ascend	toʔ²¹  | 743.42	Atsi [Zaiwa] ZMYYC	1	CVcT	t o ʔ ²¹	335				3026	-	586
2744	Burmese_ZMYYC	1	510	to ascend	tak	to ascend	t ɑ k	?	tak	ascend	tɑk  | 743.39	Burmese (Written) ZMYYC	1	CVc	t a k	335				3027	-	586
2745	Hpun	1	510	to ascend	tᴜ̀ʔ	to ascend	t ᴜ̀ ʔ	?	?	ascend	tᴜ̀ʔ  | 297	Hpun (Northern) EJAH-Hpun	1	CVc	t ᴜ̀ ʔ	335			one // to ascend	3028	-	586
2746	Maru_B	1	510	to ascend	tɔʔ³¹	to ascend	t ɔ ʔ ³¹	?	?	ascend	tɔʔ³¹  | 743.43	Maru [Langsu] ZMYYC	1	CVcT	t ɔ ʔ ³¹	335				3029	-	586
2747	Achang_Lianghe	2	184	to bark	mɯŋ⁵⁵	the bark	m ɯ ŋ ⁵⁵	?	?	bark (v.) 3	mɯŋ⁵⁵  | 1434.29	Achang (Lianghe) JZ-Achang	2	CVcT	m ɯ ŋ ⁵⁵	336				956	-	118
2748	Achang_Longchuan_C	1	183	to bark	kʐap⁵⁵	the bark	kʐ a p ⁵⁵	?	?	bark (v.) 2	kʐap⁵⁵  | 1978	Achang (Longchuan) JZ-Achang	1	CCVcT	k ʐ a p ⁵⁵	336				953	-	117
2749	Achang_Luxi	1	183	to bark	kjap³¹	the bark	k j a p ³¹	?	?	bark (v.) 2	kjap³¹  | 0435	Achang (Luxi) JZ-Achang	1	CCVcT	k j a p ³¹	336				954	-	117
2750	Atsi_C	1	183	to bark	vap²¹	the bark	v a p ²¹	?	?	bark (v.) 1	vap²¹  | 783.42	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	v a p ²¹	336				948	-	117
2751	Bola	1	183	to bark	ɣɛʔ	the bark	ɣ ɛ ʔ	?	?	bark (v.) 1	ɣɛʔ  | 1432.32	Bola (Luxi) TBL	1	CVc	ɣ ɛ ʔ	336				949	-	117
2752	Bola_B	1	183	to bark	ɣɛʔ³¹	the bark	ɣ ɛ ʔ ³¹	?	?	bark (v.) 1	ɣɛʔ³¹  | 1978	Bola DQ-Bola	1	CVcT	ɣ ɛ ʔ ³¹	336				950	-	117
2753	Burmese_ZMYYC	2	184	to bark	hoṅḥ	the bark	h ɔ ŋ ²	?	ho₂ṅḥ	bark (v.) 1	hɔŋ²  | 783.39	Burmese (Written) ZMYYC	2	CVcT	h o ṅ ḥ	336			old (thing) // to bark	951	-	118
2754	Lashi	2	184	to bark	mjəːŋ³¹	the bark	m j əː ŋ ³¹	?	?	bark (v.) 3	mjəːŋ³¹  | 1432.33	Leqi (Luxi) TBL	2	CCVcT	m j əː ŋ ³¹	336				957	-	118
2755	Maru	1	183	to bark	ɣɛʔ³¹	the bark	ɣ ɛ ʔ ³¹	?	?	bark (v.) 1	ɣɛʔ³¹  | 1432.31	Langsu (Luxi) TBL	1	CVcT	ɣ ɛ ʔ ³¹	336				952	-	117
2756	Xiandao_B	1	183	to bark	kʐap⁵⁵	the bark	kʐ a p ⁵⁵	?	?	bark (v.) 2	kʐap⁵⁵  | 1978	Achang (Xiandao) DQ-Xiandao	1	CCVcT	k ʐ a p ⁵⁵	336				955	-	117
2757	Hpun	6 1 0 0	577	to be alive	măʃíʼ	to die	m ă + ʃ íʼ	?	?	alive (lit. = 'not die')	măʃíʼ  | 0159.19	Hpun (Northern) EJAH-Hpun	6 1	CVCVc	m ă ◦ ʃ í ʔ	337	alive (lit. = 'not die') // not know		to be alive // to not know	3310	-	670
2758	Achang_Lianghe	5	672	to be familiar with	tɕɑŋ⁵⁵	to know	tɕ ɑ ŋ ⁵⁵	?	?	know / can / be able to	tɕɑŋ⁵⁵  | 1195.20	Achang (Lianghe) JZ-Achang	5	CVcT	tɕ ɑ ŋ ⁵⁵	338				3745	-	805
2759	Achang_Longchuan	0 0 2	671	to be familiar with	sa³⁵	to know	s a ³⁵	?	?	know sthg o v. / familiar with, be	sa³⁵  | 1636.28	Achang (Longchuan) TBL	2	CVT	s a ³⁵	338				3746	-	802
2760	Atsi	0 0 2	671	to be familiar with	se⁵⁵	to know	s e ⁵⁵	?	?	know sthg o v. / familiar with, be	se⁵⁵  | 1636.30	Atsi [Zaiwa] TBL	2	CVT	s e ⁵⁵	338			to be familiar with // to know	3748	-	802
2761	Bola	3 0 2	671	to be familiar with	tʃə̆⁵⁵sɛ³⁵	to know	tʃ ə̆ ⁵⁵ + s ɛ ³⁵	?	?	know sthg o v. / familiar with, be	tʃə̆⁵⁵ sɛ³⁵  | 1636.32	Bola (Luxi) TBL	3 2	CVTCVT	tʃ ə̆ ⁵⁵ ◦ s ɛ ³⁵	338				3749	-	802
2762	Lashi	0 0 2	671	to be familiar with	sɛ̱⁵³	to know	s ɛ̱ ⁵³	?	?	know sthg o v. / familiar with, be	sɛ̱⁵³  | 1636.33	Leqi (Luxi) TBL	2	CVT	s ɛ̱ ⁵³	338				3751	-	802
2763	Maru	1	673	to be familiar with	pa³¹	to know	p a ³¹	?	?	know (to write) v.	pa³¹  | 1392.31	Langsu (Luxi) TBL	1	CVT	p a ³¹	338			the sun // to be familiar with	3744	-	806
2764	Maru	0 0 2	671	to be familiar with	sɛ⁵⁵	to know	s ɛ ⁵⁵	?	?	know sthg o v. / familiar with, be	sɛ⁵⁵  | 1636.31	Langsu (Luxi) TBL	2	CVT	s ɛ ⁵⁵	338			to be familiar with // to know	3750	-	802
2765	Xiandao	0 0 2	671	to be familiar with	sa³⁵	to know	s a ³⁵	?	?	know sthg o v. / familiar with, be	sa³⁵  | 1636.29	Achang (Xiandao) TBL	2	CVT	s a ³⁵	338			to be familiar with // to know	3747	-	802
2766	Hpun	5	844	to be poisoned	zèʔ	to vomit	z è ʔ	?	?	vomit / poisoned, be	zèʔ  | 1223	Hpun (Northern) EJAH-Hpun	5	CVc	z è ʔ	339				4462	-	1037
2767	Achang_Longchuan_B	2	50	to be satiated	ʐua³¹	full	ʐ u a ³¹	?	?	full / satiated	ʐua³¹  | 896.41	Achang (Longchuan) ZMYYC	2	CVT	ʐ ua ³¹	340				231	-	585
2768	Atsi_B	2	50	to be satiated	kji²¹	full	k j i ²¹	?	?	full / satiated	kji²¹  | 896.42	Atsi [Zaiwa] ZMYYC	2	CCVT	k j i ²¹	340				232	-	585
2769	Bola_B	2	50	to be satiated	kji³¹	full	k j i ³¹	?	?	full (from eating)	kji³¹  | 1598	Bola DQ-Bola	2	CCVT	k j i ³¹	340				228	-	585
2770	Burmese_ZMYYC	3	51	to be satiated	va	full	w ɑ ¹	?	va	full / satiated	wɑ¹  | 896.39	Burmese (Written) ZMYYC	3	CV	v a	340			to be satiated // fat	233	-	598
2771	Lashi_B	2	50	to be satiated	kji:³³	full	k j i: ³³	?	?	full / be satiated	kji:³³  | 3.7.10	Lashi DQ-Lashi	2	CCVT	k j iː ³³	340				229	-	585
2772	Maru_B	2	50	to be satiated	kji³⁵	full	k j i ³⁵	?	?	full / satiated	kji³⁵  | 896.43	Maru [Langsu] ZMYYC	2	CCVT	k j i ³⁵	340				234	-	585
2773	Maru_C	2	50	to be satiated	kji³⁵	full	k j i ³⁵	?	?	full / be satiated	kji³⁵  | 3.7.10	Maru [Langsu] DQ-Langsu	2	CCVT	k j i ³⁵	340				230	-	585
2774	Xiandao_B	1	49	to be satiated	pʐuŋ³¹	full	pʐ u ŋ ³¹	?	?	full (from eating)	pʐuŋ³¹  | 1598	Achang (Xiandao) DQ-Xiandao	1	CCVcT	p ʐ u ŋ ³¹	340				227	-	569
2775	Achang_Lianghe	1 1 0	187	to bear	ʂɿ³¹ʂ̩ɿ³¹	the bear	ʂ ɿ ³¹ + ʂ̩ ɿ ³¹	?	?	bear (fruit) v.	ʂɿ³¹ ʂ̩ɿ³¹  | 0152.29	Achang (Lianghe) JZ-Achang	1 1	CVTCVT	ʂ ɿ ³¹ ◦ ʂ̩ ɿ ³¹	341				977	-	123
2776	Achang_Longchuan	0 1 0	187	to bear	ʂə³¹	the bear	ʂ ə ³¹	?	?	bear (fruit) v.	ʂə³¹  | 1439.28	Achang (Longchuan) TBL	1	CVT	ʂ ə ³¹	341			to bear // the fruit	978	-	123
2777	Achang_Longchuan_B	1 1 0	187	to bear	ʂə³¹ʂə³¹	the bear	ʂ ə ³¹ + ʂ ə ³¹	?	?	bear (fruit) v.	ʂə³¹ ʂə³¹  | 790.41	Achang (Longchuan) ZMYYC	1 1	CVTCVT	ʂ ə ³¹ ◦ ʂ ə ³¹	341				979	-	123
2778	Achang_Luxi	1 1 0	187	to bear	ɕi⁵⁵ɕi⁵⁵	the bear	ɕ i ⁵⁵ + ɕ i ⁵⁵	?	?	bear (fruit) v.	ɕi⁵⁵ ɕi⁵⁵  | 1103.42	Achang (Luxi) JZ-Achang	1 1	CVTCVT	ɕ i ⁵⁵ ◦ ɕ i ⁵⁵	341				980	-	123
2779	Atsi	0 0 2	187	to bear	tsui²¹	the bear	ts u i ²¹	?	?	bear (fruit) v.	tsui²¹  | 1439.30	Atsi [Zaiwa] TBL	2	CVT	ts ui ²¹	341			to bear // to hold // to put one's hand on	982	-	123
2780	Atsi	0 0 2	187	to bear	ta̱p⁵⁵	the bear	t a̱ p ⁵⁵	?	?	wear / bear v.	ta̱p⁵⁵  | 1548.30	Atsi [Zaiwa] TBL	2	CVcT	t a̱ p ⁵⁵	341				999	-	123
2781	Atsi_B	0 1 2	187	to bear	ʃi²¹tsui²¹	the bear	ʃ i ²¹ + ts u i ²¹	?	?	bear (fruit) v.	ʃi²¹ tsui²¹  | 790.42	Atsi [Zaiwa] ZMYYC	1 2	CVTCVT	ʃ i ²¹ ◦ ts ui ²¹	341				983	-	123
2782	Bola	0 0 2	187	to bear	tui³¹	the bear	t u i ³¹	?	?	bear (fruit) v.	tui³¹  | 1439.32	Bola (Luxi) TBL	2	CVT	t ui ³¹	341			to bear // to freeze	984	-	123
2783	Bola	0 0 3	188	to bear	vɔn⁵⁵	the bear	v ɔ n ⁵⁵	?	?	wear / bear v.	vɔn⁵⁵  | 1548.32	Bola (Luxi) TBL	3	CVcT	v ɔ n ⁵⁵	341			to carry // to bear	1000	-	125
2784	Burmese_ZMYYC	0 0 2	187	to bear	sīḥ	the bear	tʰ i ³	?	?	bear (fruit) v.	thi³  | 790.39	Burmese (Written) ZMYYC	2	CVT	s ī ḥ	341				985	-	123
2785	Lashi	0 0 2	187	to bear	tʃɿ³³	the bear	tʃ ɿ ³³	?	?	bear (fruit) v.	tʃɿ³³  | 1439.33	Leqi (Luxi) TBL	2	CVT	tʃ ɿ ³³	341				987	-	123
2786	Lashi	0 0 3	188	to bear	la̱ːŋ⁵⁵	the bear	l a̱ː ŋ ⁵⁵	?	?	wear / bear v.	la̱ːŋ⁵⁵  | 1548.33	Leqi (Luxi) TBL	3	CVcT	l a̱ː ŋ ⁵⁵	341				1002	-	125
2787	Maru	0 1 0	187	to bear	ʃi³⁵	the bear	ʃ i ³⁵	?	?	bear (fruit) v.	ʃi³⁵  | 1439.31	Langsu (Luxi) TBL	1	CVT	ʃ i ³⁵	341			to bear // the fruit	986	-	123
2788	Maru	0 0 3	188	to bear	vəŋ³¹	the bear	v ə ŋ ³¹	?	?	wear / bear v.	vəŋ³¹  | 1548.31	Langsu (Luxi) TBL	3	CVcT	v ə ŋ ³¹	341			to carry // to bear	1001	-	125
2789	Maru_B	0 1 2	187	to bear	ʃi³⁵tsɔi³¹	the bear	ʃ i ³⁵ + ts ɔ i ³¹	?	?	bear (fruit) v.	ʃi³⁵ tsɔi³¹  | 790.43	Maru [Langsu] ZMYYC	1 2	CVTCVT	ʃ i ³⁵ ◦ ts ɔi ³¹	341				988	-	123
2790	Xiandao	0 1 0	187	to bear	ʂɿ³¹	the bear	ʂ ɿ ³¹	?	?	bear (fruit) v.	ʂɿ³¹  | 1439.29	Achang (Xiandao) TBL	1	CVT	ʂ ɿ ³¹	341			to bear // the fruit	981	-	123
2791	Xiandao	0 1 0	187	to bear	chɛŋ³¹	the bear	c h ɛ ŋ ³¹	?	?	wear / bear v.	chɛŋ³¹  | 1548.29	Achang (Xiandao) TBL	1	CVcT	ch ɛ ŋ ³¹	341				998	-	123
2792	Achang_Lianghe	1	644	to beat	pa³¹	to hit	p a ³¹	?	?	hit / beat 1	pa³¹  | 1351.34	Achang (Lianghe) JZ-Achang	1	CVT	p a ³¹	342				3624	-	764
2793	Achang_Longchuan	4	645	to beat	teʔ⁵⁵	to hit	t e ʔ ⁵⁵	?	?	hit / beat 2	teʔ⁵⁵  | 1228.28	Achang (Longchuan) TBL	4	CVcT	t e ʔ ⁵⁵	342			the father // to beat	3632	-	766
2794	Achang_Luxi	1	644	to beat	pat³¹	to hit	p a t ³¹	?	?	hit / beat 1	pat³¹  | 1346	Achang (Luxi) JZ-Achang	1	CVcT	p a t ³¹	342				3625	-	764
2795	Atsi	1	644	to beat	pat²¹	to hit	p a t ²¹	?	?	hit / beat 1	pat²¹  | 1228.30	Atsi [Zaiwa] TBL	1	CVcT	p a t ²¹	342				3626	-	764
2796	Atsi_B	2	643	to beat	pat²¹	to hit	?	?	?	hit / beat 1	pat²¹; nuʔ⁵⁵  | 710.42	Atsi [Zaiwa] ZMYYC	2	CVcTCVcT	p a t ²¹	342		pat²¹ // nuʔ⁵⁵		3627	-	762
2797	Bola	1	644	to beat	pɛʔ³¹	to hit	p ɛ ʔ ³¹	?	?	hit / beat 1	pɛʔ³¹  | 1228.32	Bola (Luxi) TBL	1	CVcT	p ɛ ʔ ³¹	342				3628	-	764
2798	Burmese_ZMYYC	3	646	to beat	rok	to hit	r o k	?	ro₂k	hit / beat 1	rok  | 710.39	Burmese (Written) ZMYYC	3	CVc	r o k	342				3629	-	767
2799	Lashi	1	644	to beat	pa̱ːt³¹	to hit	p a̱ː t ³¹	?	?	hit / beat 1	pa̱ːt³¹  | 1228.33	Leqi (Luxi) TBL	1	CVcT	p a̱ː t ³¹	342				3631	-	764
2800	Maru	1	644	to beat	pɛʔ³¹	to hit	p ɛ ʔ ³¹	?	?	hit / beat 1	pɛʔ³¹  | 1228.31	Langsu (Luxi) TBL	1	CVcT	p ɛ ʔ ³¹	342				3630	-	764
2801	Xiandao	4	645	to beat	ta³⁵	to hit	t a ³⁵	?	?	hit / beat 2	ta³⁵  | 1228.29	Achang (Xiandao) TBL	4	CVT	t a ³⁵	342				3633	-	766
2802	Achang_Lianghe	2	519	to bite	khɛ³¹	to bite	kʰ ɛ ³¹	?	?	bite v.	khɛ³¹  | 299.33	Achang (Lianghe) JZ-Achang	2	CVT	kh ɛ ³¹	343				3052	-	597
2803	Achang_Longchuan_C	3 0 0	517	to bite	pan³¹	to bite	p a n ³¹	?	?	bite v.	pan³¹  | 1279.29	Achang (Longchuan) JZ-Achang	3	CVcT	p a n ³¹	343				3053	-	595
2804	Achang_Luxi	1	518	to bite	ŋat³¹	to bite	ŋ a t ³¹	?	?	bite v.	ŋat³¹  | 1628.31	Achang (Luxi) JZ-Achang	1	CVcT	ŋ a t ³¹	343				3054	-	596
2805	Atsi_C	1	518	to bite	ŋat²¹	to bite	ŋ a t ²¹	?	?	bite v.	ŋat²¹  | 1279.30	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	ŋ a t ²¹	343				3056	-	596
2806	Bola	3 0 0	517	to bite	pɛ̃³¹	to bite	p ɛ̃ ³¹	?	?	bite v.	pɛ̃³¹  | 1753.32	Bola (Luxi) TBL	3	CVVT	p ɛ̃ ∼ ³¹	343				3057	-	595
2807	Bola_B	3 0 5	517	to bite	pɛ̃³¹tsaŋ⁵⁵	to bite	p ɛ̃ ³¹ + ts a ŋ ⁵⁵	?	?	bite hold of	pɛ̃³¹ tsaŋ⁵⁵  | 2406	Bola DQ-Bola	3 5	CVVTCVcT	p ɛ̃ ∼ ³¹ ◦ ts a ŋ ⁵⁵	343				3051	-	595
2808	Burmese_ZMYYC	2	519	to bite	kok	to bite	k o k	?	ko₂k	bite v.	kok  | 535.39	Burmese (Written) ZMYYC	2	CVc	k o k	343				3058	-	597
2809	Lashi	1	518	to bite	ŋaːt³¹	to bite	ŋ aː t ³¹	?	?	bite (mosquito) v.	ŋaːt³¹  | 1279.33	Leqi (Luxi) TBL	1	CVcT	ŋ aː t ³¹	343				3049	-	596
2810	Lashi	1	518	to bite	ŋaːt³¹	to bite	ŋ aː t ³¹	?	?	bite v.	ŋaːt³¹  | 1753.33	Leqi (Luxi) TBL	1	CVcT	ŋ aː t ³¹	343				3061	-	596
2811	Lashi_B	1	518	to bite	ŋa:t³¹	to bite	ŋ a: t ³¹	?	?	bite v.	ŋa:t³¹  | 3.10.7	Lashi DQ-Lashi	1	CVcT	ŋ aː t ³¹	343				3060	-	596
2812	Maru	3 0 0	517	to bite	pəŋ³⁵	to bite	p ə ŋ ³⁵	?	?	bite v.	pəŋ³⁵  | 1753.31	Langsu (Luxi) TBL	3	CVcT	p ə ŋ ³⁵	343			the flower // to bite	3059	-	595
2813	Xiandao_B	3 4 0	517	to bite	pan³¹tɔ³⁵	to bite	p a n ³¹ + t ɔ ³⁵	?	?	bite hold of	pan³¹ tɔ³⁵  | 2406	Achang (Xiandao) DQ-Xiandao	3 4	CVcTCVT	p a n ³¹ ◦ t ɔ ³⁵	343				3050	-	595
2814	Xiandao_B	3 0 0	517	to bite	pan³¹	to bite	p a n ³¹	?	?	bite v.	pan³¹  | 2405	Achang (Xiandao) DQ-Xiandao	3	CVcT	p a n ³¹	343				3055	-	595
2815	Achang_Lianghe	0 3 1	520	to blow	lɑi⁵⁵mɛt³¹	to blow	l ɑ i ⁵⁵ + m ɛ t ³¹	?	?	blow (of wind)	lɑi⁵⁵ mɛt³¹  | 747.49	Achang (Lianghe) JZ-Achang	3 1	CVTCVcT	l ɑi ⁵⁵ ◦ m ɛ t ³¹	344				3076	-	599
2816	Achang_Longchuan	0 3 0	520	to blow	lɔ⁵⁵	to blow	l ɔ ⁵⁵	?	?	blow (of wind)	lɔ⁵⁵  | 1353.28	Achang (Longchuan) TBL	3	CVT	l ɔ ⁵⁵	344				3077	-	599
2817	Achang_Longchuan_B	5 3 0	520	to blow	l̥i⁵⁵lɔ⁵⁵	to blow	l̥ i ⁵⁵ + l ɔ ⁵⁵	?	?	blow (of wind)	l̥i⁵⁵ lɔ⁵⁵  | 753.41	Achang (Longchuan) ZMYYC	5 3	CVTCVT	l̥ i ⁵⁵ ◦ l ɔ ⁵⁵	344				3078	-	599
2818	Achang_Luxi	0 3 1	520	to blow	lɯ³¹mut³¹	to blow	l ɯ ³¹ + m u t ³¹	?	?	blow (of wind)	lɯ³¹ mut³¹  | 5.10.3	Achang (Luxi) JZ-Achang	3 1	CVTCVcT	l ɯ ³¹ ◦ m u t ³¹	344				3079	-	599
2819	Atsi	4	521	to blow	xik⁵⁵	to blow	x i k ⁵⁵	?	?	blow (wind) v.	xik⁵⁵  | 1353.30	Atsi [Zaiwa] TBL	4	CVcT	x i k ⁵⁵	344				3085	-	601
2820	Atsi_B	0 3 0	520	to blow	lo⁵¹	to blow	l o ⁵¹	?	?	blow (of wind)	lo⁵¹  | 753.42	Atsi [Zaiwa] ZMYYC	3	CVT	l o ⁵¹	344				3081	-	599
2821	Bola	0 3 0	520	to blow	la⁵⁵	to blow	l a ⁵⁵	?	?	blow (of wind)	la⁵⁵  | 1353.32	Bola (Luxi) TBL	3	CVT	l a ⁵⁵	344			to blow // to come	3082	-	599
2822	Burmese_ZMYYC	25	523	to blow	tok	to blow	t o k	?	to₂k	blow (of wind)	tok  | 753.39	Burmese (Written) ZMYYC	25	CVc	t o k	344				3083	-	604
2823	Lashi	4	521	to blow	xaːu⁵³	to blow	x aː u ⁵³	?	?	blow (wind) v.	xaːu⁵³  | 1353.33	Leqi (Luxi) TBL	4	CVT	x aːu ⁵³	344				3086	-	601
2824	Maru	0 3 0	520	to blow	lɔ³¹	to blow	l ɔ ³¹	?	?	blow (of wind)	lɔ³¹  | 1353.31	Langsu (Luxi) TBL	3	CVT	l ɔ ³¹	344				3084	-	599
2825	Xiandao	0 3 0	520	to blow	lɔ⁵⁵	to blow	l ɔ ⁵⁵	?	?	blow (of wind)	lɔ⁵⁵  | 1353.29	Achang (Xiandao) TBL	3	CVT	l ɔ ⁵⁵	344			to blow // to come	3080	-	599
2826	Achang_Longchuan	4	521	to blow the nose	xʐauʔ³⁵	to blow	x ʐ a u ʔ ³⁵	?	?	blow nose	xʐauʔ³⁵  | 1738.28	Achang (Longchuan) TBL	4	CCVcT	x ʐ au ʔ ³⁵	345				3087	-	602
2827	Atsi	4	521	to blow the nose	khjui²¹	to blow	kʰ j u i ²¹	?	?	blow nose	khjui²¹  | 1738.30	Atsi [Zaiwa] TBL	4	CCVT	kh j ui ²¹	345				3089	-	602
2828	Bola	4	521	to blow the nose	khju³⁵	to blow	kʰ j u ³⁵	?	?	blow nose	khju³⁵  | 1738.32	Bola (Luxi) TBL	4	CCVT	kh j u ³⁵	345				3090	-	602
2829	Lashi	4	521	to blow the nose	khjaːu⁵³	to blow	kʰ j aː u ⁵³	?	?	blow nose	khjaːu⁵³  | 1738.33	Leqi (Luxi) TBL	4	CCVT	kh j aːu ⁵³	345				3093	-	602
2830	Lashi_B	4	521	to blow the nose	khja:u⁵³	to blow	kʰ j a: u ⁵³	?	?	blow nose	khja:u⁵³  | 3.5.8	Lashi DQ-Lashi	4	CCVT	kh j aːu ⁵³	345				3092	-	602
2831	Maru	4	521	to blow the nose	khjuk⁵⁵	to blow	kʰ j u k ⁵⁵	?	?	blow nose	khjuk⁵⁵  | 1738.31	Langsu (Luxi) TBL	4	CCVcT	kh j u k ⁵⁵	345				3091	-	602
2832	Xiandao_B	4	521	to blow the nose	tʂʰau³¹	to blow	tʂʰ a u ³¹	?	?	blow nose	tʂʰau³¹  | 2385	Achang (Xiandao) DQ-Xiandao	4	CVT	tʂʰ au ³¹	345				3088	-	602
2833	Achang_Lianghe	0 0 1	520	to blow the trumpet	mɛt³¹	to blow	m ɛ t ³¹	?	?	blow  (the trumpet)	mɛt³¹  | 0375.29	Achang (Lianghe) JZ-Achang	1	CVcT	m ɛ t ³¹	346				3062	-	600
