# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
748	Shanghai	fist	56	拳头	ʥɥø¹³dɤ¹³	723
# 
749	Meixian	forefinger	57	手指	su³¹ʦɿ³¹	853
750	Changsha	forefinger	57	手指脑	ʂəw⁴¹t͡ʂʅ²⁴law⁴¹	853
751	Guixian	forefinger	57	指头	ʦɿ⁴²tʰəw²¹	535
752	Guixian	forefinger	57	手指头	səw⁴²ʦɿ⁴²tʰəw²¹	853
753	Xiamen	forefinger	57	手掌头仔	ʦʰju⁵³ʦŋ̍⁵³tʰaw³⁵a	667
754	Xiamen	forefinger	57	手指	ʦʰju⁵³ʦãj⁵³	853
755	Hefei	forefinger	57	拇爪头	mu²⁴t͡ʂɔ²⁴tʰɯ⁵⁵	1183
756	Jinan	forefinger	57	手指头	ʂow⁵⁵t͡ʂʅ²¹³tʰow	853
757	Hangzhou	forefinger	57	手指头	sej⁵³ʦɿ⁵³dej²¹³	853
758	Guangzhou	forefinger	57	手指头	sɐw³⁵ʦi³⁵tʰɐw²¹	853
759	Nanchang	forefinger	57	指头子	ʦɨʔ⁵tʰɛw⁰²ʦɿ⁰²	535
760	Chengdu	forefinger	57	手指	səw⁵³ʦɿ	853
761	Chengdu	forefinger	57	指头儿	ʦɿ⁵³tʰər³¹	535
762	Chengdu	forefinger	57	手指指	səw⁵³ʦɿ⁵³ʦɿ	853
763	Taiyuan	forefinger	57	手指头	səw⁵³ʦəʔ²tʰəw¹¹	853
764	Shexian	forefinger	57	手美头	ɕju³⁵me³⁵tʰju⁴⁴	1119
765	Beijing	forefinger	57	手指头	ʂow²¹⁴t͡ʂʅ²¹⁴tʰow⁴	853
766	Kunming	forefinger	57	手指头	ʂəw⁵³t͡ʂʅ³¹tʰəw³¹	853
767	Shanghai	forefinger	57	手指头	sɤ³⁵ʦɿ³⁵dɤ¹³	853
768	Shanghai	forefinger	57	手节头	sɤ³⁵ʨjɪʔ⁵dɤ¹³	27
# 
769	Meixian	fingernail	58	手指甲	su³¹ʦɿ³¹kap¹	120
770	Changsha	fingernail	58	指甲子	t͡ʂʅ²⁴ka²⁴ʦɿ	120
771	Guixian	fingernail	58	指甲	ʦɿ⁴²ʨja²¹	120
772	Xiamen	fingernail	58	掌甲	ʦŋ̍⁵³kaʔ³²	1057
773	Hefei	fingernail	58	指甲盖	t͡ʂəʔ⁵ʨjɐʔ⁵kᴇ⁵³	120
774	Jinan	fingernail	58	指甲盖儿	t͡ʂʅ²¹³ʨjakɛr²¹	120
775	Guangzhou	fingernail	58	膝头	sɐt⁵tʰɐw²¹	326
776	Nanchang	fingernail	58	指甲子	ʦʔ⁵kaʔ⁰²ʦɿ⁰²	120
777	Chengdu	fingernail	58	指甲	ʦɿ⁵³ʨja³¹	120
778	Taiyuan	fingernail	58	指甲	ʦəʔ²ʨjaʔ²	120
779	Shexian	fingernail	58	手指甲	ɕju³⁵ʦɿ³⁵kaʔ²¹	120
780	Beijing	fingernail	58	指甲	t͡ʂʅ⁵⁵ʨja²	120
781	Kunming	fingernail	58	指甲	t͡ʂʅ³¹ʨjᴀ³¹	120
782	Shanghai	fingernail	58	手节掐	sɤ³⁵ʨjɪʔ⁵kʰaʔ⁵	1045
783	Shanghai	fingernail	58	手指掐	sɤ³⁵ʦɿ³⁵kʰaʔ⁵	853
# 
784	Meixian	knee	59	膝头项	ʦʰit¹tʰew¹¹hoŋ⁵³	326
785	Changsha	knee	59	膝头骨	si²⁴təwku²⁴	326
786	Changsha	knee	59	髂膝骨	kʰə²⁴si²⁴ku²⁴	954
787	Guixian	knee	59	克膝头	kʰɛ²¹ɕi⁵⁵tʰəw²¹	326
788	Xiamen	knee	59	骹头趺	kʰa⁵⁵tʰaw³⁵u⁵⁵	1036
789	Hefei	knee	59	磕膝头	kʰɐʔ⁵ʨʰjəʔ⁵tʰɯ⁵⁵	326
790	Jinan	knee	59	波勒盖	pə²¹³lə²¹³kɛr²¹	348
791	Jinan	knee	59	波拉盖	pə²¹³la²¹³kɛr	11
792	Jinan	knee	59	胳拉瓣儿	kə²¹³la²¹³pɛr²¹	1125
793	Hangzhou	knee	59	膝髁头	ɕjəʔ⁵kʰo³³dej²¹³	326
794	Nanchang	knee	59	克膝头子	kʰjɛʔ⁵ɕiʔ⁵tʰɛw²⁴ʦɿ⁰⁴	326
795	Chengdu	knee	59	磕膝头儿	kʰe³¹ɕi³¹tʰər³¹	326
796	Taiyuan	knee	59	圪地跪	kəʔ⁵⁴ti⁴⁵kʰwejuei¹¹	1015
797	Taiyuan	knee	59	圪膝盖	kəʔ⁵⁴ʨʰjəʔ²kaj⁴⁵	452
798	Shexian	knee	59	脚膝头	ʨja²¹si²¹tʰju⁴⁴	609
799	Beijing	knee	59	波棱盖儿	po⁵⁵ləŋ²kar⁵¹	1020
800	Kunming	knee	59	磕膝头	kʰə³¹ɕi³¹tʰəw³¹	326
801	Shanghai	knee	59	脚馒头	ʨjaʔ⁵mø¹³dɤ¹³	609
802	Shanghai	knee	59	膝盖	ɕjɪʔ⁵ke³⁵	452
# 
803	Meixian	leg	60	脚项	kjok¹hoŋ⁵³	883
804	Changsha	leg	60	腿把子	tʰej⁴¹pa⁵⁵ʦɿ	123
805	Guixian	leg	60	罢腿	pa²¹³tʰwejuei⁴²	207
806	Xiamen	leg	60	骹腿	kʰa⁵⁵tʰwi⁵³	578
807	Xiamen	leg	60	腿	tʰwi⁵³	1201
808	Hefei	leg	60	腿	tʰe²⁴	1201
809	Jinan	leg	60	腿	tʰwejuei⁵⁵	1201
810	Hangzhou	leg	60	脚膀	ʨjɑʔ⁵pʰɑŋ⁵³	608
811	Guangzhou	leg	60	脚	kœk³	609
812	Guangzhou	leg	60	大髀	taj²²pej³⁵	989
813	Nanchang	leg	60	脚	ʨjɔʔ⁵	609
814	Chengdu	leg	60	腿	tʰwejuei	1201
815	Chengdu	leg	60	腿腿儿	tʰwejuei⁵³tʰwər⁵³	1127
816	Chengdu	leg	60	腿杆	tʰwejuei⁵³kan⁵³	1066
817	Taiyuan	leg	60	腿	tʰwejuei⁵³	1201
818	Shexian	leg	60	腿杆	ʨja²¹kwɛ³⁵	1066
819	Shexian	leg	60	大腿	tʰo²²tʰɛ³⁵	207
820	Beijing	leg	60	腿	tʰwejuei²¹⁴	1201
821	Kunming	leg	60	腿肚包	tʰwejuei⁵³tu²¹²pɔ⁴⁴	449
822	Kunming	leg	60	脚杆儿	ʨjo³¹kə³¹	609
823	Shanghai	leg	60	脚膀	ʨjaʔ⁵pʰɑ̃³⁵	608
# 
824	Meixian	father	61	阿爸	a⁴⁴pa⁴⁴	172
825	Meixian	father	61	爷儿	ja¹¹e	1127
826	Changsha	father	61	爹爹	tje³³tje	264
827	Changsha	father	61	爷爷	ja¹³ja	646
828	Changsha	father	61	爷老倌	ja¹³law⁴¹kõ³³	594
829	Guixian	father	61	爸爸	pa²¹pa	172
830	Guixian	father	61	爹	tjɛ⁵⁵	264
831	Guixian	father	61	老者	la⁴²ʦej⁴²	334
832	Xiamen	father	61	老爸	law²²pe²²	172
833	Xiamen	father	61	父亲	hu²²ʦʰin⁵⁵	619
834	Xiamen	father	61	阿爸	a⁵⁵pa²²	172
835	Hefei	father	61	伯伯	pɐʔ⁵pɐʔ⁵	464
836	Jinan	father	61	爹	tjə²¹³	264
837	Jinan	father	61	爸爸	pa²¹pa	172
838	Jinan	father	61	大大	ta⁴²ta	35
839	Hangzhou	father	61	爸爸	pɑ³³pɑ³³	172
840	Guangzhou	father	61	爸爸	pa²¹pa⁵⁵	172
841	Guangzhou	father	61	老豆	low²³tɐw²²	501
842	Nanchang	father	61	爸	pɑʔ⁵	143
843	Nanchang	father	61	爸爸新	pɑʔ⁵pɑʔ⁰²	172
844	Nanchang	father	61	爷称述	jɑ⁴⁵	875
845	Chengdu	father	61	爸	pa³¹	143
846	Chengdu	father	61	爸爸	pa³¹pa	172
847	Chengdu	father	61	老爸子	naw⁵³pa³¹ʦɿ⁵³	594
848	Chengdu	father	61	爹	tje⁵⁵	264
849	Chengdu	father	61	老爷子	naw⁵³je³¹ʦɿ⁵³	594
850	Taiyuan	father	61	老子	law⁵³ʦəʔ	594
851	Taiyuan	father	61	爸	pa⁴⁵	143
852	Shexian	father	61	相	sja³²⁴	166
853	Shexian	father	61	爷	je⁴⁴	594
854	Beijing	father	61	爹	tjɛ⁵⁵	264
855	Beijing	father	61	爸	pa⁵¹	143
856	Beijing	father	61	老爷子	lɑw²¹⁴jɛ³⁵ʦɿ³	594
857	Kunming	father	61	爹	tjɛ⁴⁴	264
858	Shanghai	father	61	爹爹	tja⁵³tja⁵³	264
859	Shanghai	father	61	阿伯	aʔ⁵paʔ⁵	464
860	Shanghai	father	61	爷	ɦja¹³	594
# 
861	Meixian	mother	62	阿姆	a⁴⁴me⁴⁴	1152
862	Changsha	mother	62	妈妈	ma⁵⁵ma	35
863	Changsha	mother	62	娘	ȵjan¹³	461
864	Changsha	mother	62	娘老子	ȵjan¹³law⁴¹ʦɿ	594
865	Guixian	mother	62	妈	ma⁵⁵	35
866	Guixian	mother	62	老妈	la⁴²ma⁵⁵	594
867	Xiamen	mother	62	老母	law²²bu⁵³	1127
868	Xiamen	mother	62	妈妈	ma⁵⁵ma⁵⁵	35
869	Hefei	mother	62	妈爷	ma²¹i⁵⁵	646
870	Jinan	mother	62	娘	ȵjaŋ⁴²	461
871	Hangzhou	mother	62	妈妈	mɑ³³mɑ³³	35
872	Guangzhou	mother	62	妈妈	ma²¹ma⁵⁵	35
873	Guangzhou	mother	62	老母	low²³mow²³	1127
874	Nanchang	mother	62	姆妈	m̩⁴²mɑ⁰²	35
875	Nanchang	mother	62	娘称述	ȵjɔŋ⁴⁵	461
876	Chengdu	mother	62	妈	ma	35
877	Chengdu	mother	62	娘	ȵjaŋ	461
878	Chengdu	mother	62	老娘儿	naw⁵³ȵjər³¹	795
879	Taiyuan	mother	62	妈	ma¹¹	35
880	Shexian	mother	62	姆妈	m̩³⁵ma³¹	35
881	Shexian	mother	62	姆	m̩³⁵	736
882	Shexian	mother	62	阿姨	a³¹i⁴⁴	1147
883	Beijing	mother	62	娘	njɑŋ³⁵	461
884	Beijing	mother	62	妈	ma⁵⁵	35
885	Kunming	mother	62	妈	mᴀ⁴⁴	35
886	Kunming	mother	62	嫫	mo⁴⁴	1054
887	Shanghai	mother	62	姆妈	m̩⁵³ma¹³	35
888	Shanghai	mother	62	娘	ȵjã¹³	461
# 
889	Meixian	husband	73	老公	law³¹kuŋ⁴⁴	89
890	Changsha	husband	73	男人	lan¹³ʐən¹³	1006
891	Changsha	husband	73	老倌子	law⁴¹kõ³³ʦɿ	594
892	Changsha	husband	73	爱人	ŋaj⁵⁵ʐən¹³	707
893	Guixian	husband	73	男人	lan²¹zen²¹	1006
894	Guixian	husband	73	汉子	xan²¹³ʦɿ⁴²	731
895	Guixian	husband	73	老公	la⁴²koŋ⁵⁵	89
896	Guixian	husband	73	门前人	men²¹ʨʰjan⁵⁵zen²¹	383
897	Xiamen	husband	73	翁	aŋ	1153
898	Xiamen	husband	73	丈夫	tjɔŋ²²hu⁵⁵	64
899	Hefei	husband	73	老的们	lɔ²⁴tjəʔmən	1158
900	Jinan	husband	73	男人	nã⁴²ʐẽ	1006
901	Jinan	husband	73	男的	nã⁴²ti	1049
902	Jinan	husband	73	女婿	ȵy⁵⁵ɕy	1171
903	Jinan	husband	73	对象	twejuei²¹ɕjaŋ²¹	968
904	Hangzhou	husband	73	老公	lɔ⁵³koŋ³³	89
905	Hangzhou	husband	73	男人	nᴇ̃²¹³zen²¹³	1006
906	Hangzhou	husband	73	爱人	ʔᴇ⁴⁴⁵zen²¹³	707
907	Guangzhou	husband	73	老公	low²³koŋ⁵⁵	89
908	Nanchang	husband	73	老公	lɑw²¹³kuŋ⁰⁴	89
909	Chengdu	husband	73	老公	naw⁵³koŋ⁵⁵	89
910	Chengdu	husband	73	当家的	taŋ⁵⁵ʨja⁵⁵ni⁵⁵	596
911	Chengdu	husband	73	男人	nan³¹zən³¹	1006
912	Taiyuan	husband	73	当家的	tɒ̃¹¹ʨja¹¹təʔ	596
913	Taiyuan	husband	73	老汉	law⁵³xæ̃⁴⁵	353
914	Shexian	husband	73	老公	lɔ³⁵kwʌ̃	89
915	Shexian	husband	73	官客	kwɛ³¹kʰɛʔ	349
916	Shexian	husband	73	男人	lɛ⁴⁴jʌ̃⁴⁴	1006
917	Shexian	husband	73	家里	ka³¹li³⁵	314
918	Beijing	husband	73	男人	nan³⁵ʐən³	1006
919	Beijing	husband	73	当家的	tɑŋ⁵⁵ʨja⁵⁵tə²	596
920	Beijing	husband	73	爷们儿	jɛ³⁵mər³	594
921	Kunming	husband	73	男人	nᴀ̃³¹ʐə̃³¹	1006
922	Kunming	husband	73	老倌儿	lɔ⁵³kwə⁴⁴	350
923	Kunming	husband	73	男呢	nᴀ̃³¹nə⁴⁴	321
924	Shanghai	husband	73	爱人	e³⁵ȵiŋ¹³	707
925	Shanghai	husband	73	男人	nø¹³ȵiŋ¹³	1006
926	Shanghai	husband	73	老公	lɔ¹³koŋ⁵³	89
# 
927	Meixian	wife	74	老婆	law³¹pʰo¹¹	594
928	Changsha	wife	74	堂客	tan¹³kʰə²⁴	642
929	Changsha	wife	74	婆婆子	po¹³po¹³ʦɿ	594
930	Changsha	wife	74	爱人	ŋaj⁵⁵ʐən¹³	707
931	Guixian	wife	74	女的	li⁴²lɛ⁵⁵	792
932	Guixian	wife	74	女人	li⁴²zen²¹	485
933	Guixian	wife	74	婆娘	pʰo²¹ljaŋ⁵⁵	1104
934	Xiamen	wife	74	某	bɔ⁵³	1194
935	Xiamen	wife	74	厝里人	ʦʰu²¹laj²²laŋ³⁵	230
936	Hefei	wife	74	奶奶们	lᴇ²⁴lᴇmən	398
937	Jinan	wife	74	老婆	lɔ⁵⁵pʰə	594
938	Jinan	wife	74	女的	ȵy⁵⁵ti	792
939	Jinan	wife	74	家里的	ʨja²¹³liti	314
940	Jinan	wife	74	媳妇	ɕi²¹³fu	528
941	Jinan	wife	74	对象	twejuei²¹ɕjaŋ²¹	968
942	Hangzhou	wife	74	老婆	lɔ⁵³bo²¹³	594
943	Hangzhou	wife	74	爱人	ʔᴇ⁴⁴⁵zen²¹³	707
944	Hangzhou	wife	74	屋里	ʔoʔ⁵li⁵³	1142
945	Guangzhou	wife	74	老婆	low²³pʰɔ²¹	594
946	Nanchang	wife	74	老婆	lɑw²¹³pʰo⁰⁴	594
947	Chengdu	wife	74	老婆	naw⁵³pʰo³¹	594
948	Chengdu	wife	74	婆娘	pʰo³¹ȵjaŋ³¹	1104
949	Chengdu	wife	74	女人	ȵy⁵³zən³¹	485
950	Taiyuan	wife	74	老婆	law⁵³pʰɤ¹¹	594
951	Shexian	wife	74	老婆	lɔ³⁵pʰo⁴⁴	594
952	Shexian	wife	74	老妪	lɔ³⁵y²²	1187
953	Shexian	wife	74	堂家	tʰa⁴⁴ka³¹	645
954	Shexian	wife	74	女人	ny³⁵jʌ̃⁴⁴	485
955	Shexian	wife	74	家里	ka³¹li³⁵	314
956	Beijing	wife	74	媳妇儿	ɕi³⁵fər³	528
957	Beijing	wife	74	老婆子	lɑw²¹⁴pʰo³⁵ʦɿ	594
958	Kunming	wife	74	婆娘	pʰo³¹njᴀ̃³¹	1104
959	Kunming	wife	74	老婆	lɔ⁵³pʰo³¹	594
960	Kunming	wife	74	媳妇	ɕi³¹fu²¹²	528
961	Kunming	wife	74	女人	ni⁵³ʐə̃³¹	485
962	Kunming	wife	74	女呢	ni⁵³nə⁴⁴	746
963	Kunming	wife	74	家首呢	ʨjᴀ⁴⁴ʂəw⁵³nə⁴⁴	108
964	Shanghai	wife	74	爱人	e³⁵ȵiŋ¹³	707
965	Shanghai	wife	74	老婆	lɔ²³bu¹³	594
966	Shanghai	wife	74	女人	ȵy¹³ȵiŋ¹³	485
# 
967	Meixian	son	75	赖儿	laj⁵³je	1127
968	Changsha	son	75	崽	ʦaj⁴¹	417
969	Guixian	son	75	儿子	ɚ²¹ʦɿ⁴²	1127
970	Guixian	son	75	男娃娃	lan²¹wa²¹wa⁵⁵	747
971	Xiamen	son	75	囝	kjã⁵³	1128
972	Xiamen	son	75	后生	haw²²sĩ⁵⁵	391
973	Hefei	son	75	儿子	a⁵⁵ʦə	1127
974	Jinan	son	75	儿	ər⁴²	1127
975	Jinan	son	75	小子	ɕjɔ⁵⁵ʦɿ	562
976	Hangzhou	son	75	儿子	əl²¹³ʦɿ⁵³	1127
977	Guangzhou	son	75	仔	ʦɐj³⁵	738
978	Nanchang	son	75	崽	ʦaj²¹³	417
979	Chengdu	son	75	儿	ər³¹	1127
980	Taiyuan	son	75	小子	ɕjawiau⁵³ʦəʔ	562
981	Taiyuan	son	75	儿子	ər¹¹ʦəʔ	1127
982	Shexian	son	75	儿子	ɛ⁴⁴ʦɿ³⁵	1127
983	Beijing	son	75	儿子	ər³⁵ʦɿ³	1127
984	Kunming	son	75	儿子	ə³¹ʦɿ⁵³	1127
985	Shanghai	son	75	儿子	ȵi¹³ʦɿ³⁵	1127
# 
986	Meixian	daughter	76	妹仔	moj⁵⁵e³¹	491
987	Changsha	daughter	76	女	ȵy⁴¹	202
988	Guixian	daughter	76	姑娘	ku⁵⁵ljaŋ⁵⁵	461
989	Guixian	daughter	76	姑奶	ku⁵⁵laj²¹	648
990	Guixian	daughter	76	女娃娃	li⁴²wa²¹wa⁵⁵	747
991	Guixian	daughter	76	女娃儿	li⁴²wa²¹ɚ⁵⁵	520
992	Xiamen	daughter	76	查某囝	ʦa³⁵bɔ⁵³kjã⁵³	844
993	Hefei	daughter	76	丫头	ja²¹tʰɯ	913
994	Jinan	daughter	76	闺女	kwejuei²¹³ȵy	119
995	Guangzhou	daughter	76	女	nøɥ²³	202
996	Nanchang	daughter	76	女	ȵy²¹³	202
997	Chengdu	daughter	76	女娃子	ȵy⁵³wa³¹ʦɿ	372
998	Chengdu	daughter	76	姑娘家	ku⁵⁵ȵjaŋ³¹ʨja⁵⁵	461
999	Taiyuan	daughter	76	闺女	kwejuei¹¹ny⁵³	119
1000	Taiyuan	daughter	76	姑娘	ku¹¹njɒ̃¹¹	461
1001	Shexian	daughter	76	女	ny³⁵	202
1002	Beijing	daughter	76	闺女	kwejuei⁵⁵ny²	119
1003	Beijing	daughter	76	女儿	ny²¹⁴ər⁴	1127
1004	Kunming	daughter	76	囡	nwə³¹	365
1005	Shanghai	daughter	76	囡五	nø¹³ŋ̍¹³	1175
# 
1006	Meixian	breakfast	77	食朝	sət⁵ʦaw⁴⁴	1
1007	Changsha	breakfast	77	早饭	ʦaw⁴¹fan¹¹	481
1008	Guixian	breakfast	77	过早	ko²¹³ʦa⁴²	499
1009	Guixian	breakfast	77	早餐	ʦa⁴²ʦʰan⁵⁵	567
1010	Guixian	breakfast	77	早饭	ʦa⁴²fan²¹³	481
1011	Xiamen	breakfast	77	早起顿	ʦa⁵³kʰi⁵³tŋ̍	216
1012	Xiamen	breakfast	77	早餐	ʦa⁵³ʦʰan⁵⁵	567
1013	Hefei	breakfast	77	早饭	ʦɔ²⁴fæ̃⁵³	481
1014	Jinan	breakfast	77	早饭	ʦɔ⁵⁵fã²¹	481
1015	Jinan	breakfast	77	早点	ʦɔ⁵⁵tjã⁵⁵	286
1016	Hangzhou	breakfast	77	早饭	ʦɔ⁵³vᴇ̃¹³	481
1017	Guangzhou	breakfast	77	早餐	ʦow³⁵ʦʰan⁵⁵	567
1018	Nanchang	breakfast	77	早饭	ʦɑw²¹³fan²¹	481
1019	Chengdu	breakfast	77	早饭	ʦaw⁵³fan¹³	481
1020	Taiyuan	breakfast	77	早清饭	ʦaw⁵³ʨʰjəŋ¹¹fæ̃⁴⁵	481
1021	Shexian	breakfast	77	早饭	ʦɔ³⁵fɛ	481
1022	Shexian	breakfast	77	吃粥	ʨʰi²¹ʦuʔ²¹	250
1023	Beijing	breakfast	77	早上饭	ʦɑw²¹⁴ʂɑŋ⁴fan	481
1024	Beijing	breakfast	77	早点	ʦɑw²¹⁴tjan²¹⁴	286
1025	Kunming	breakfast	77	早点	ʦɔ⁵³tjɛ̃⁵³	286
1026	Shanghai	breakfast	77	早饭	ʦɔ³⁵ve¹³	481
# 
1027	Meixian	lunch	78	食昼	sət⁵ʦu⁵³	1170
1028	Changsha	lunch	78	中饭	t͡ʂoŋ³³fan¹¹	329
1029	Guixian	lunch	78	中午饭	ʦoŋ⁵⁵u⁴²fan²¹³	329
1030	Xiamen	lunch	78	下昼顿	e²²taw²¹tŋ̍	715
1031	Xiamen	lunch	78	午餐	ŋɔ⁵³ʦʰan⁵⁵	336
1032	Hefei	lunch	78	中饭	t͡ʂəŋ²¹fæ̃⁵³	329
1033	Jinan	lunch	78	晌午饭	ʂaŋ⁵⁵ufã²¹	880
1034	Hangzhou	lunch	78	中饭	ʦoŋ³³vᴇ̃¹³	329
1035	Guangzhou	lunch	78	午餐	ŋ̍²³ʦʰan⁵⁵	336
1036	Guangzhou	lunch	78	中午饭	ʦoŋ⁵³ŋ̍²³fan²²	329
1037	Nanchang	lunch	78	中饭	ʦuŋ⁴²fan²¹	329
1038	Nanchang	lunch	78	昼饭	ʨju⁴⁵fan²¹	160
1039	Chengdu	lunch	78	午饭	u⁵³fan¹³	880
1040	Taiyuan	lunch	78	晌午饭	sɒ̃⁵³vu⁵³fæ̃⁴⁵	880
1041	Shexian	lunch	78	中饭	ʦʌ̃³¹fɛ²²	329
1042	Beijing	lunch	78	晌午饭	ʂɑŋ²¹⁴u³fan⁵¹	880
1043	Kunming	lunch	78	早饭	ʦɔ⁵³fᴀ̃²¹²	481
1044	Shanghai	lunch	78	中饭	ʦoŋ⁵³ve¹³	329
# 
1045	Meixian	supper	79	食夜	sət⁵ja⁵³	95
1046	Changsha	supper	79	夜饭	ja¹¹fan¹¹	67
1047	Guixian	supper	79	晚饭	wan⁴²fan²¹³	852
1048	Xiamen	supper	79	下昏顿	e²²hŋ⁵⁵tŋ̍	929
1049	Xiamen	supper	79	晚餐	bwan⁵³ʦʰan⁵⁵	961
1050	Hefei	supper	79	晚饭	wæ̃²⁴fæ̃⁵³	852
1051	Jinan	supper	79	晚饭	vã⁵⁵fã²¹	852
1052	Hangzhou	supper	79	夜饭	ɦi¹³vᴇ̃¹³	67
1053	Guangzhou	supper	79	晚餐	man²³ʦʰan⁵⁵	961
1054	Guangzhou	supper	79	晚饭	man²³fan²²	852
1055	Nanchang	supper	79	夜饭	jɑ²¹fan²¹	67
1056	Chengdu	supper	79	晚饭	wan⁵³fan¹³	852
1057	Chengdu	supper	79	夜饭	je¹³fan¹³	67
1058	Taiyuan	supper	79	黑夜饭	xəʔ²je⁴⁵fæ̃⁴⁵	67
1059	Shexian	supper	79	夜饭	ja²²fɛ²²	67
1060	Beijing	supper	79	晚饭	wan²¹⁴fan⁵¹	852
1061	Kunming	supper	79	晚饭	wᴀ̃⁵³fᴀ̃²¹²	852
1062	Shanghai	supper	79	夜饭	ɦja¹³ve¹³	67
# 
1063	Meixian	noodles	80	面	mjen⁵³	229
1064	Changsha	noodles	80	面	mjẽ¹¹	229
1065	Guixian	noodles	80	面	mjan²¹³	229
1066	Guixian	noodles	80	面条	mjan²¹³tʰjaoiao²¹	664
1067	Xiamen	noodles	80	面	mi²²	229
1068	Hefei	noodles	80	面条	mjɪ̃⁵³tʰjɔ⁵⁵	664
1069	Jinan	noodles	80	面条儿	mjã²¹tʰjɔr⁴²	664
1070	Jinan	noodles	80	面	mjã²¹	229
1071	Hangzhou	noodles	80	面	mjᴇ̃¹³	229
1072	Guangzhou	noodles	80	面	min²²	229
1073	Nanchang	noodles	80	面	mjɛn²¹	229
1074	Chengdu	noodles	80	面	mjan¹³	229
1075	Chengdu	noodles	80	面条儿	mjan¹³tʰjər³¹	664
1076	Taiyuan	noodles	80	面	mje⁴⁵	229
1077	Shexian	noodles	80	面	me²²	229
1078	Beijing	noodles	80	面条儿	mjan⁵¹tʰjɑwiɑur	664
1079	Beijing	noodles	80	面	mjan⁵¹	229
1080	Kunming	noodles	80	面	mjɛ̃²¹²	229
1081	Shanghai	noodles	80	面	mi¹³	229
1082	Shanghai	noodles	80	切面	ʨʰjɪʔ⁵mi¹³	647
# 
1083	Meixian	soja sauce	85	白味	pʰak⁵mi⁵³	948
1084	Changsha	soja sauce	85	酱油	ʦjan⁵⁵jəwiəu¹³	279
1085	Guixian	soja sauce	85	酱油	ʨjaŋ²¹³jəwiəu²¹	279
1086	Xiamen	soja sauce	85	豆油	taw²²ju³⁵	107
1087	Hefei	soja sauce	85	酱油	ʨjɑ̃⁵³jɯ⁵⁵	279
1088	Jinan	soja sauce	85	酱油	ʨjaŋ²¹jowiou⁴²	279
1089	Jinan	soja sauce	85	青酱	ʨʰiŋ²¹³ʨjaŋ²¹	555
1090	Hangzhou	soja sauce	85	酱油	ʨjɑŋ⁴⁴⁵ɦjø²¹³	279
1091	Guangzhou	soja sauce	85	豉油	si²²jɐw²¹	257
1092	Guangzhou	soja sauce	85	抽油	ʦʰɐw³⁵jɐw²¹	980
1093	Nanchang	soja sauce	85	酱油	ʨjɔŋ⁴⁵ju⁴⁵	279
1094	Chengdu	soja sauce	85	酱油	ʨjaŋ¹³jəwiəu³¹	279
1095	Chengdu	soja sauce	85	豆油	təw¹³jəwiəu³¹	107
1096	Taiyuan	soja sauce	85	酱油	ʨjɒ̃⁴⁵jəwiəu¹¹	279
1097	Shexian	soja sauce	85	酱油	ʦja³²⁴ju⁴⁴	279
1098	Beijing	soja sauce	85	酱油	ʨjɑŋ⁵¹jowiou³⁵	279
1099	Kunming	soja sauce	85	清酱	ʨʰĩ⁴⁴ʨjᴀ̃²¹²	931
1100	Kunming	soja sauce	85	酱油	ʨjᴀ̃²¹²jəwiəu³¹	279
1101	Shanghai	soja sauce	85	酱油	ʨjã⁵³ɦjɤ¹³	279
# 
1102	Meixian	salt	86	盐	jam¹¹	669
1103	Changsha	salt	86	盐	jẽ¹³	669
1104	Guixian	salt	86	盐巴	jan²¹pa⁵⁵	1132
1105	Xiamen	salt	86	盐	jam³⁵	669
1106	Hefei	salt	86	盐	jɪ̃⁵⁵	669
1107	Jinan	salt	86	盐	jã⁴²	669
1108	Jinan	salt	86	咸盐	ɕjã⁴²jã⁴²	936
1109	Hangzhou	salt	86	盐	ɦjᴇ̃²¹³	669
1110	Guangzhou	salt	86	盐	jim²¹	669
1111	Nanchang	salt	86	盐	jɛn⁴⁵	669
1112	Chengdu	salt	86	盐	jan³¹	669
1113	Chengdu	salt	86	盐巴	jan³¹pa⁵⁵	1132
1114	Taiyuan	salt	86	咸盐	ɕje¹¹je¹¹	936
1115	Taiyuan	salt	86	细盐	ɕi⁴⁵je¹¹	787
1116	Taiyuan	salt	86	粗盐	ʦʰu¹¹je¹¹	1009
1117	Taiyuan	salt	86	大海盐	ta⁴⁵xaj⁵³je¹¹	890
1118	Shexian	salt	86	咸盐	xɛ⁴⁴je⁴⁴	936
1119	Shexian	salt	86	海沙	xɛ³⁵sa³¹	359
1120	Beijing	salt	86	盐	jan³⁵	669
1121	Kunming	salt	86	盐巴	jɛ̃³¹pᴀ⁴⁴	1132
1122	Shanghai	salt	86	盐	ɦi¹³	669
# 
1123	Meixian	chopsticks	87	筷儿	kʰwajuai⁵³je	1127
1124	Changsha	chopsticks	87	筷子	kʰwajuai⁵⁵ʦɿ	818
1125	Guixian	chopsticks	87	筷子	kʰwajuai²¹³ʦɿ⁴²	818
1126	Xiamen	chopsticks	87	箸	ti²²	698
1127	Hefei	chopsticks	87	筷子	kʰwᴇ⁵³ʦə	818
1128	Jinan	chopsticks	87	筷子	kʰwɛ²¹ʦɿ	818
