# JAP
ID	Taxon	Concept	GlossID	IPA	Tokens	CogID
1064	Hachijō	here	107	koko	k o k o	245
1065	Shuri	here	107	kuma	k u m a	244
1066	Kōchi	here	107	koko	k o k o	245
1067	Sado	here	107	koko	k o k o	245
1068	Oki	here	107	koko	k o k o	245
1069	Kagoshima	here	107	koko	k o k o	245
# 
1070	Miyako	there	108	kama	k a m a	249
1071	Tōkyō	there	108	asuko	a s u k o	247
1072	Amami	there	108	ʔama	ʔ a m a	248
1073	Kyōto	there	108	ako	a k o	247
1074	Hachijō	there	108	uku	u k u	246
1075	Shuri	there	108	ʔama	ʔ a m a	248
1076	Kōchi	there	108	ako	a k o	247
1077	Sado	there	108	ako	a k o	247
1078	Oki	there	108	asuko	a s u k o	247
1079	Kagoshima	there	108	asiko	a s i k o	247
# 
1080	Miyako	other	109	pukanu	p u k a n u	250
1081	Tōkyō	other	109	hokano	h o k a n o	250
1082	Amami	other	109	biʨina	b i ʨ i n a	251
1083	Kyōto	other	109	hokano	h o k a n o	250
1084	Hachijō	other	109	hokua	h o k ua	250
1085	Shuri	other	109	biɕinu	b i ɕ i n u	251
1086	Kōchi	other	109	hokano	h o k a n o	250
1087	Sado	other	109	hokanoɴ	h o k a n o ɴ	250
1088	Oki	other	109	hokano	h o k a n o	250
1089	Kagoshima	other	109	hokaɴ	h o k a ɴ	250
# 
1090	Miyako	three	110	miːʦɨ	m iː ʦ ɨ	252
1091	Tōkyō	three	110	miʦːu	m i ʦː u	252
1092	Amami	three	110	miːʦɨ	m iː ʦ ɨ	252
1093	Kyōto	three	110	miʦːu	m i ʦː u	252
1094	Hachijō	three	110	miʦːu	m i ʦː u	252
1095	Shuri	three	110	miːɕi	m iː ɕ i	252
1096	Kōchi	three	110	mitːu	m i tː u	252
1097	Sado	three	110	miʦːu	m i ʦː u	252
1098	Oki	three	110	miʦːu	m i ʦː u	252
1099	Kagoshima	three	110	mi	m i	252
# 
1100	Miyako	four	111	juːʦɨ	j uː ʦ ɨ	253
1101	Tōkyō	four	111	joʦːu	j o ʦː u	253
1102	Amami	four	111	juːʦɨ	j uː ʦ ɨ	253
1103	Kyōto	four	111	joʦːu	j o ʦː u	253
1104	Hachijō	four	111	joʦːu	j o ʦː u	253
1105	Shuri	four	111	juːɕi	j uː ɕ i	253
1106	Kōchi	four	111	jotːu	j o tː u	253
1107	Sado	four	111	joʦːu	j o ʦː u	253
1108	Oki	four	111	joʦːu	j o ʦː u	253
1109	Kagoshima	four	111	joi	j oi	253
# 
1110	Miyako	five	112	iʦɨʦɨ	i ʦ ɨ ʦ ɨ	254
1111	Tōkyō	five	112	iʦuʦu	i ʦ u ʦ u	254
1112	Amami	five	112	ʔiʦɨʦɨ	ʔ i ʦ ɨ ʦ ɨ	254
1113	Kyōto	five	112	iʦuʦu	i ʦ u ʦ u	254
1114	Hachijō	five	112	iʦuʦu	i ʦ u ʦ u	254
1115	Shuri	five	112	ʔiɕiɕi	ʔ i ɕ i ɕ i	254
1116	Kōchi	five	112	itutu	i t u t u	254
1117	Sado	five	112	iʦuʦu	i ʦ u ʦ u	254
1118	Oki	five	112	eʦuʦu	e ʦ u ʦ u	254
1119	Kagoshima	five	112	iʦu	i ʦ u	254
# 
1120	Miyako	few	113	ipiːtʃa	i p iː t ʃ a	259
1121	Tōkyō	few	113	sukunai	s u k u n ai	256
1122	Amami	few	113	ʔikirasari	ʔ i k i r a s a r i	258
1123	Kyōto	few	113	sukenai	s u k e n ai	256
1124	Hachijō	few	113	ʨiːto	ʨ iː t o	255
1125	Shuri	few	113	ʔikirasaɴ	ʔ i k i r a s a ɴ	258
1126	Kōchi	few	113	bitːo	b i tː o	257
1127	Sado	few	113	sukunai	s u k u n ai	256
1128	Oki	few	113	ʨiːto	ʨ iː t o	255
1129	Kagoshima	few	113	sunːe	s u nː e	256
# 
1130	Miyako	sky	114	tin	t i n	-260
1131	Tōkyō	sky	114	sora	s o r a	261
1132	Amami	sky	114	θɨɴ	θ ɨ ɴ	-260
1133	Kyōto	sky	114	teɴ	t e ɴ	-260
1134	Hachijō	sky	114	sora	s o r a	261
1135	Shuri	sky	114	tiɴ	t i ɴ	-260
1136	Kōchi	sky	114	sora	s o r a	261
1137	Sado	sky	114	teɴʥiku	t e ɴ ʥ i k u	-260
1138	Oki	sky	114	teɴ	t e ɴ	-260
1139	Kagoshima	sky	114	teiɴ	t ei ɴ	-260
# 
1140	Miyako	day	115	sɨkama	s ɨ k a m a	263
1141	Tōkyō	day	115	hiruma	h i r u m a	262
1142	Amami	day	115	hiruhiɴma	h i r u h i ɴ m a	262
1143	Kyōto	day	115	hiruma	h i r u m a	262
1144	Hachijō	day	115	hiruma	h i r u m a	262
1145	Shuri	day	115	hwiru	h w i r u	262
1146	Kōchi	day	115	hiruma	h i r u m a	262
1147	Sado	day	115	hiruma	h i r u m a	262
1148	Oki	day	115	ɸiru	ɸ i r u	262
1149	Kagoshima	day	115	hiːi	h iːi	262
# 
1150	Miyako	fog	116	ʦɨː	ʦ ɨː	264
1151	Tōkyō	fog	116	kiri	k i r i	264
1152	Amami	fog	116	kiri	k i r i	264
1153	Kyōto	fog	116	kiri	k i r i	264
1154	Hachijō	fog	116	kiri	k i r i	264
1155	Shuri	fog	116	ʨiri	ʨ i r i	264
1156	Kōchi	fog	116	kiri	k i r i	264
1157	Sado	fog	116	moja	m o j a	265
1158	Oki	fog	116	moja	m o j a	265
1159	Kagoshima	fog	116	kiːi	k iːi	264
# 
1160	Miyako	wind	117	kaʤi	k a ʤ i	266
1161	Tōkyō	wind	117	kaze	k a z e	266
1162	Amami	wind	117	xaze	x a z e	266
1163	Kyōto	wind	117	kaze	k a z e	266
1164	Hachijō	wind	117	kaze	k a z e	266
1165	Shuri	wind	117	kaʤi	k a ʤ i	266
1166	Kōchi	wind	117	kaze	k a z e	266
1167	Sado	wind	117	kaze	k a z e	266
1168	Oki	wind	117	kaze	k a z e	266
1169	Kagoshima	wind	117	kaize	k ai z e	266
# 
1170	Miyako	flow	118	nagariɭ	n a g a r i ɭ	267
1171	Tōkyō	flow	118	naŋareru	n a ŋ a r e r u	267
1172	Amami	flow	118	nagareruri	n a g a r e r u r i	267
1173	Kyōto	flow	118	naŋareru	n a ŋ a r e r u	267
1174	Hachijō	flow	118	nagareru	n a g a r e r u	267
1175	Shuri	flow	118	nagarijuɴ	n a g a r i j u ɴ	267
1176	Kōchi	flow	118	nagareru	n a g a r e r u	267
1177	Sado	flow	118	nagareru	n a g a r e r u	267
1178	Oki	flow	118	nagareru	n a g a r e r u	267
1179	Kagoshima	flow	118	nagaru	n a g a r u	267
# 
1180	Miyako	sea	119	im	i m	268
1181	Tōkyō	sea	119	umi	u m i	268
1182	Amami	sea	119	ʔumi	ʔ u m i	268
1183	Kyōto	sea	119	umi	u m i	268
1184	Hachijō	sea	119	umi	u m i	268
1185	Shuri	sea	119	ʔumi	ʔ u m i	268
1186	Kōchi	sea	119	umi	u m i	268
1187	Sado	sea	119	umi	u m i	268
1188	Oki	sea	119	omi	o m i	268
1189	Kagoshima	sea	119	uɴ	u ɴ	268
# 
1190	Tōkyō	lake	120	mizuːmi	m i z uː m i	270
1191	Amami	lake	120	ʔixi	ʔ i x i	269
1192	Kyōto	lake	120	mizuːmi	m i z uː m i	270
1193	Hachijō	lake	120	ike	i k e	269
1194	Shuri	lake	120	ʔuhugumui	ʔ u h u g u m ui	271
1195	Kōchi	lake	120	ike	i k e	269
1196	Sado	lake	120	ike	i k e	269
1197	Oki	lake	120	eke	e k e	269
1198	Kagoshima	lake	120	mizuiuɴ	m i z uiu ɴ	270
# 
1199	Miyako	rain	121	ami	a m i	272
1200	Tōkyō	rain	121	ameŋa	a m e ŋ a	272
1201	Amami	rain	121	ʔamɨ	ʔ a m ɨ	272
1202	Kyōto	rain	121	ameŋa	a m e ŋ a	272
1203	Hachijō	rain	121	ame	a m e	272
1204	Shuri	rain	121	ʔaminu	ʔ a m i n u	272
1205	Kōchi	rain	121	ame	a m e	272
1206	Sado	rain	121	amega	a m e g a	272
1207	Oki	rain	121	ame	a m e	272
1208	Kagoshima	rain	121	ame	a m e	272
# 
1209	Miyako	wet	122	mːiɭ	mː i ɭ	275
1210	Tōkyō	wet	122	nureta	n u r e t a	274
1211	Amami	wet	122	neːθa	n eː θ a	274
1212	Kyōto	wet	122	nureta	n u r e t a	274
1213	Hachijō	wet	122	pietua	p ie t ua	273
1214	Shuri	wet	122	ɴditoːru	ɴ d i t oː r u	274
1215	Kōchi	wet	122	nureta	n u r e t a	274
1216	Sado	wet	122	nureta	n u r e t a	274
1217	Oki	wet	122	noreta	n o r e t a	274
1218	Kagoshima	wet	122	nureita	n u r ei t a	274
# 
1219	Miyako	wash	123	arau	a r au	276
1220	Tōkyō	wash	123	arau	a r au	276
1221	Amami	wash	123	ʔarauri	ʔ a r au r i	276
1222	Kyōto	wash	123	arau	a r au	276
1223	Hachijō	wash	123	arau	a r au	276
1224	Shuri	wash	123	ʔarajuɴ	ʔ a r a j u ɴ	276
1225	Kōchi	wash	123	arau	a r au	276
1226	Sado	wash	123	arau	a r au	276
1227	Oki	wash	123	arao	a r ao	276
1228	Kagoshima	wash	123	airu	ai r u	276
# 
1229	Miyako	snake	124	pau	p au	277
1230	Tōkyō	snake	124	hebi	h e b i	278
1231	Amami	snake	124	nagamuɴ	n a g a m u ɴ	280
1232	Kyōto	snake	124	hebi	h e b i	278
1233	Hachijō	snake	124	hebume	h e b u m e	278
1234	Shuri	snake	124	nagamuɴ	n a g a m u ɴ	280
1235	Kōchi	snake	124	hebi	h e b i	278
1236	Sado	snake	124	hebi	h e b i	278
1237	Oki	snake	124	kuʨina	k u ʨ i n a	279
1238	Kagoshima	snake	124	he	h e	278
# 
1239	Miyako	worm	125	musɨ	m u s ɨ	281
1240	Tōkyō	worm	125	musi	m u s i	281
1241	Amami	worm	125	musi	m u s i	281
1242	Kyōto	worm	125	musi	m u s i	281
1243	Hachijō	worm	125	musime	m u s i m e	281
1244	Shuri	worm	125	musi	m u s i	281
1245	Kōchi	worm	125	musi	m u s i	281
1246	Sado	worm	125	musi	m u s i	281
1247	Oki	worm	125	mosi	m o s i	281
1248	Kagoshima	worm	125	muiɕ	m ui ɕ	281
# 
1249	Tōkyō	back	126	senaka	s e n a k a	283
1250	Amami	back	126	xusi	x u s i	284
1251	Kyōto	back	126	senaka	s e n a k a	283
1252	Hachijō	back	126	hedaka	h e d a k a	282
1253	Shuri	back	126	nagani	n a g a n i	285
1254	Kōchi	back	126	senaka	s e n a k a	283
1255	Sado	back	126	senaka	s e n a k a	283
1256	Oki	back	126	sena	s e n a	283
1257	Kagoshima	back	126	senaka	s e n a k a	283
# 
1258	Miyako	leg	127	karapaʣɨ	k a r a p a ʣ ɨ	287
1259	Tōkyō	leg	127	asi	a s i	288
1260	Amami	leg	127	hagi	h a g i	287
1261	Kyōto	leg	127	asi	a s i	288
1262	Hachijō	leg	127	hagi	h a g i	287
1263	Shuri	leg	127	hwiɕa	h w i ɕ a	286
1264	Kōchi	leg	127	asi	a s i	288
1265	Sado	leg	127	mukoːzune	m u k oː z u n e	286
1266	Oki	leg	127	asi	a s i	288
1267	Kagoshima	leg	127	aɕ	a ɕ	288
# 
1268	Miyako	arm	128	udi	u d i	289
1269	Tōkyō	arm	128	ude	u d e	289
1270	Amami	arm	128	xeːnʲa	x eː nʲ a	291
1271	Kyōto	arm	128	teː	t eː	290
1272	Hachijō	arm	128	ude	u d e	289
1273	Shuri	arm	128	tiː	t iː	290
1274	Kōchi	arm	128	ude	u d e	289
1275	Sado	arm	128	ude	u d e	289
1276	Oki	arm	128	ode	o d e	289
1277	Kagoshima	arm	128	te	t e	290
# 
1278	Miyako	wing	129	panigazɨ	p a n i g a z ɨ	292
1279	Tōkyō	wing	129	hane	h a n e	294
1280	Amami	wing	129	haɴge	h a ɴ g e	294
1281	Kyōto	wing	129	hane	h a n e	294
1282	Hachijō	wing	129	hane	h a n e	294
1283	Shuri	wing	129	hani	h a n i	294
1284	Kōchi	wing	129	tubasa	t u b a s a	293
1285	Sado	wing	129	hane	h a n e	295
1286	Oki	wing	129	hane	h a n e	294
1287	Kagoshima	wing	129	haine	h ai n e	294
# 
1288	Miyako	lip	130	suba	s u b a	297
1289	Tōkyō	lip	130	kuʨibiru	k u ʨ i b i r u	296
1290	Amami	lip	130	ʔwɨːsɨba	ʔ w ɨː s ɨ b a	297
1291	Kyōto	lip	130	kuʨibiru	k u ʨ i b i r u	296
1292	Hachijō	lip	130	kuʨibiru	k u ʨ i b i r u	296
1293	Shuri	lip	130	ʃiba	ʃ i b a	297
1294	Kōchi	lip	130	kutibiro	k u t i b i r o	296
1295	Sado	lip	130	kuʨibera	k u ʨ i b e r a	296
1296	Oki	lip	130	kuʨibero	k u ʨ i b e r o	296
1297	Kagoshima	lip	130	suba	s u b a	297
1298	Amami	lip	130	ɕaːsɨba	ɕ aː s ɨ b a	297
# 
1299	Tōkyō	fur	131	keŋawa	k e ŋ a w a	298
1300	Amami	fur	131	xɨɴxo	x ɨ ɴ x o	298
1301	Kyōto	fur	131	keŋawa	k e ŋ a w a	298
1302	Hachijō	fur	131	kegua	k e g ua	298
1303	Shuri	fur	131	kaː	k aː	299
1304	Kōchi	fur	131	kegawa	k e g a w a	298
1305	Sado	fur	131	kegawa	k e g a w a	298
1306	Oki	fur	131	keŋawa	k e ŋ a w a	298
1307	Kagoshima	fur	131	kegaiwa	k e g ai w a	298
# 
1308	Miyako	navel	132	mːbu	mː b u	301
1309	Tōkyō	navel	132	oheso	o h e s o	300
1310	Amami	navel	132	husu	h u s u	300
1311	Kyōto	navel	132	heso	h e s o	300
1312	Hachijō	navel	132	heʦːogo	h e ʦː o g o	300
1313	Shuri	navel	132	husu	h u s u	300
1314	Kōchi	navel	132	heso	h e s o	300
1315	Sado	navel	132	heso	h e s o	300
1316	Oki	navel	132	ɸeso	ɸ e s o	300
1317	Kagoshima	navel	132	heiso	h ei s o	300
# 
1318	Tōkyō	guts	133	harawata	h a r a w a t a	303
1319	Amami	guts	133	waθa	w a θ a	303
1320	Kyōto	guts	133	harawata	h a r a w a t a	303
1321	Hachijō	guts	133	haruta	h a r u t a	303
1322	Shuri	guts	133	watamiːmuɴ	w a t a m iː m u ɴ	302
1323	Kōchi	guts	133	harawata	h a r a w a t a	303
1324	Sado	guts	133	harawata	h a r a w a t a	303
1325	Oki	guts	133	harawata	h a r a w a t a	303
1326	Kagoshima	guts	133	zuzuwata	z u z u w a t a	303
# 
1327	Miyako	saliva (splits)	134	ʦɨʦɨ	ʦ ɨ ʦ ɨ	304
1328	Tōkyō	saliva (splits)	134	ʦuba	ʦ u b a	304
1329	Amami	saliva (splits)	134	ʦɨzɨ	ʦ ɨ z ɨ	304
1330	Kyōto	saliva (splits)	134	ʦuba	ʦ u b a	304
1331	Hachijō	saliva (splits)	134	ʦudaki	ʦ u d a k i	304
1332	Shuri	saliva (splits)	134	ɕiɴpeː	ɕ i ɴ p eː	304
1333	Kōchi	saliva (splits)	134	tuba	t u b a	304
1334	Sado	saliva (splits)	134	ʦubaki	ʦ u b a k i	304
1335	Oki	saliva (splits)	134	ʦubake	ʦ u b a k e	304
1336	Kagoshima	saliva (splits)	134	ʦuba	ʦ u b a	304
# 
1337	Miyako	milk	135	ʦɨː	ʦ ɨː	305
1338	Tōkyō	milk	135	oʨiʨi	o ʨ i ʨ i	305
1339	Amami	milk	135	ʨi	ʨ i	305
1340	Kyōto	milk	135	ʨiʨi	ʨ i ʨ i	305
1341	Hachijō	milk	135	ʨi	ʨ i	305
1342	Shuri	milk	135	ʨiː	ʨ iː	305
1343	Kōchi	milk	135	titi	t i t i	305
1344	Sado	milk	135	ʨiʨi	ʨ i ʨ i	305
1345	Oki	milk	135	ʨi	ʨ i	305
1346	Kagoshima	milk	135	ʨiʨi	ʨ i ʨ i	305
# 
1347	Miyako	fruit	136	naɭ	n a ɭ	306
1348	Tōkyō	fruit	136	mi	m i	307
1349	Amami	fruit	136	nari	n a r i	306
1350	Kyōto	fruit	136	miː	m iː	307
1351	Hachijō	fruit	136	mi	m i	307
1352	Shuri	fruit	136	nai	n ai	306
1353	Kōchi	fruit	136	mi	m i	307
1354	Sado	fruit	136	mi	m i	307
1355	Oki	fruit	136	mi	m i	307
1356	Kagoshima	fruit	136	miː	m iː	307
# 
1357	Miyako	flower	137	pana	p a n a	308
1358	Tōkyō	flower	137	hana	h a n a	308
1359	Amami	flower	137	hana	h a n a	308
1360	Kyōto	flower	137	hana	h a n a	308
1361	Hachijō	flower	137	hana	h a n a	308
1362	Shuri	flower	137	hana	h a n a	308
1363	Kōchi	flower	137	hana	h a n a	308
1364	Sado	flower	137	hana	h a n a	308
1365	Oki	flower	137	hana	h a n a	308
1366	Kagoshima	flower	137	hana	h a n a	308
# 
1367	Miyako	gras	138	fusa	f u s a	309
1368	Tōkyō	gras	138	kusa	k u s a	309
1369	Amami	gras	138	kusa	k u s a	309
1370	Kyōto	gras	138	kusa	k u s a	309
1371	Hachijō	gras	138	kusa	k u s a	309
1372	Shuri	gras	138	kusa	k u s a	309
1373	Kōchi	gras	138	kusa	k u s a	309
1374	Sado	gras	138	kusa	k u s a	309
1375	Oki	gras	138	kusa	k u s a	309
1376	Kagoshima	gras	138	kusa	k u s a	309
# 
1377	Miyako	with	139	tu	t u	310
1378	Tōkyō	with	139	to	t o	310
1379	Amami	with	139	θu	θ u	310
1380	Kyōto	with	139	to	t o	310
1381	Hachijō	with	139	to	t o	310
1382	Shuri	with	139	tu	t u	310
1383	Kōchi	with	139	to	t o	310
1384	Sado	with	139	to	t o	310
1385	Oki	with	139	to	t o	310
1386	Kagoshima	with	139	to	t o	310
# 
1387	Miyako	in	140	n	n	311
1388	Tōkyō	in	140	ni	n i	311
1389	Amami	in	140	naɴ	n a ɴ	311
1390	Kyōto	in	140	ni	n i	311
1391	Hachijō	in	140	ni	n i	311
1392	Shuri	in	140	nakai	n a k ai	311
1393	Kōchi	in	140	ni	n i	311
1394	Sado	in	140	ni	n i	311
1395	Oki	in	140	ni	n i	311
1396	Kagoshima	in	140	i	i	311
# 
1397	Miyako	at	141	n	n	312
1398	Tōkyō	at	141	de	d e	313
1399	Amami	at	141	naɴθɨ	n a ɴ θ ɨ	313
1400	Kyōto	at	141	de	d e	313
1401	Hachijō	at	141	de	d e	313
1402	Shuri	at	141	uti	u t i	313
1403	Kōchi	at	141	de	d e	313
1404	Sado	at	141	de	d e	313
1405	Oki	at	141	de	d e	313
1406	Kagoshima	at	141	de	d e	313
# 
1407	Miyako	if	142	musɨ	m u s ɨ	314
1408	Tōkyō	if	142	mosi	m o s i	314
1409	Amami	if	142	jaθaʨiʨi	j a θ a ʨ i ʨ i	316
1410	Kyōto	if	142	mosi	m o s i	314
1411	Hachijō	if	142	mosi	m o s i	314
1412	Shuri	if	142	musi	m u s i	314
1413	Kōchi	if	142	hjotːo	h j o tː o	315
1414	Sado	if	142	mosi	m o s i	314
1415	Oki	if	142	mosi	m o s i	314
1416	Kagoshima	if	142	moɕika	m o ɕ i k a	314
# 
1417	Miyako	mother	143	mːa	mː a	317
1418	Tōkyō	mother	143	okaːsaɴ	o k aː s a ɴ	318
1419	Amami	mother	143	ʔaɴma	ʔ a ɴ m a	320
1420	Kyōto	mother	143	okaːʨaɴ	o k aː ʨ a ɴ	318
1421	Hachijō	mother	143	kaka	k a k a	318
1422	Shuri	mother	143	winagunu	w i n a g u n u	321
1423	Kōchi	mother	143	okaːsaɴ	o k aː s a ɴ	318
1424	Sado	mother	143	umai	u m ai	319
1425	Oki	mother	143	kaka	k a k a	318
1426	Kagoshima	mother	143	okaːhaɴ	o k aː h a ɴ	318
# 
1427	Miyako	father	144	ɨza	ɨ z a	328
1428	Tōkyō	father	144	otoːsaɴ	o t oː s a ɴ	323
1429	Amami	father	144	ʥu	ʥ u	326
1430	Kyōto	father	144	otoʨːaɴ	o t o ʨː a ɴ	323
1431	Hachijō	father	144	ma	m a	322
1432	Shuri	father	144	wikiganu	w i k i g a n u	327
1433	Kōchi	father	144	otoːsaɴ	o t oː s a ɴ	323
1434	Sado	father	144	daɴ	d a ɴ	324
1435	Oki	father	144	teʦːaɴ	t e ʦː a ɴ	325
1436	Kagoshima	father	144	otoʦːaɴ	o t o ʦː a ɴ	323
# 
1437	Miyako	husband	145	butu	b u t u	331
1438	Tōkyō	husband	145	ɕuʥiɴ	ɕ u ʥ i ɴ	330
1439	Amami	husband	145	uθu	u θ u	331
1440	Kyōto	husband	145	ɕuʥiɴ	ɕ u ʥ i ɴ	330
1441	Hachijō	husband	145	ʨieɕu	ʨ ie ɕ u	329
1442	Shuri	husband	145	utu	u t u	331
1443	Kōchi	husband	145	ɕuʥiɴ	ɕ u ʥ i ɴ	330
1444	Sado	husband	145	otːo	o tː o	331
1445	Oki	husband	145	otoko	o t o k o	332
1446	Kagoshima	husband	145	jado	j a d o	333
# 
1447	Miyako	wife	146	tuʣɨ	t u ʣ ɨ	336
1448	Tōkyō	wife	146	kanai	k a n ai	338
1449	Amami	wife	146	θuʥi	θ u ʥ i	336
1450	Kyōto	wife	146	kaka	k a k a	338
1451	Hachijō	wife	146	jome	j o m e	337
1452	Shuri	wife	146	tuʥi	t u ʥ i	336
1453	Kōchi	wife	146	kanai	k a n ai	338
1454	Sado	wife	146	kaːsaɴ	k aː s a ɴ	338
1455	Oki	wife	146	nʲoːba	nʲ oː b a	334
1456	Kagoshima	wife	146	ukːaita	u kː ai t a	335
# 
1457	Miyako	salt	147	maːso	m aː s o	340
1458	Tōkyō	salt	147	si.o	s i o	339
1459	Amami	salt	147	maɕu	m a ɕ u	340
1460	Kyōto	salt	147	si.o	s i o	339
1461	Hachijō	salt	147	ɕo	ɕ o	339
1462	Shuri	salt	147	maːɕu	m aː ɕ u	340
1463	Kōchi	salt	147	sijo	s i j o	339
1464	Sado	salt	147	si.o	s i o	339
1465	Oki	salt	147	si.o	s i o	339
1466	Kagoshima	salt	147	si.o	s i o	339
# 
1467	Tōkyō	ice	148	koːri	k oː r i	341
1468	Kyōto	ice	148	koːri	k oː r i	341
1469	Hachijō	ice	148	koːri	k oː r i	341
1470	Kōchi	ice	148	koːri	k oː r i	341
1471	Sado	ice	148	koːri	k oː r i	341
1472	Oki	ice	148	koːri	k oː r i	341
1473	Kagoshima	ice	148	koːi	k oːi	341
# 
1474	Miyako	snow	149	juʦɨ	j u ʦ ɨ	342
1475	Tōkyō	snow	149	juki	j u k i	342
1476	Amami	snow	149	juki	j u k i	342
1477	Kyōto	snow	149	juki	j u k i	342
1478	Hachijō	snow	149	juki	j u k i	342
1479	Shuri	snow	149	juʨi	j u ʨ i	342
1480	Kōchi	snow	149	juki	j u k i	342
1481	Sado	snow	149	juki	j u k i	342
1482	Oki	snow	149	eki	e k i	342
1483	Kagoshima	snow	149	jui	j ui	342
# 
1484	Tōkyō	freeze	150	koːru	k oː r u	343
1485	Kyōto	freeze	150	koːru	k oː r u	343
1486	Hachijō	freeze	150	koːru	k oː r u	343
1487	Kōchi	freeze	150	koːru	k oː r u	343
1488	Sado	freeze	150	koːru	k oː r u	343
1489	Oki	freeze	150	koːru	k oː r u	343
1490	Kagoshima	freeze	150	koː	k oː	343
# 
1491	Miyako	child	151	jarabi	j a r a b i	345
1492	Tōkyō	child	151	kodomo	k o d o m o	344
1493	Amami	child	151	warabɨ	w a r a b ɨ	345
1494	Kyōto	child	151	kodomo	k o d o m o	344
1495	Hachijō	child	151	kodomo	k o d o m o	344
1496	Shuri	child	151	warabi	w a r a b i	345
1497	Kōchi	child	151	kodomo	k o d o m o	344
1498	Sado	child	151	kodomo	k o d o m o	344
1499	Oki	child	151	kodomo	k o d o m o	344
1500	Kagoshima	child	151	koidoɴ	k oi d o ɴ	344
# 
1501	Miyako	dark	152	fːa	fː a	346
1502	Tōkyō	dark	152	kurai	k u r ai	346
1503	Amami	dark	152	kurasari	k u r a s a r i	346
1504	Kyōto	dark	152	kurai	k u r ai	346
1505	Hachijō	dark	152	kurakʲa	k u r a kʲ a	346
1506	Shuri	dark	152	kurasaɴ	k u r a s a ɴ	346
1507	Kōchi	dark	152	kurai	k u r ai	346
1508	Sado	dark	152	kurai	k u r ai	346
1509	Oki	dark	152	kureː	k u r eː	346
1510	Kagoshima	dark	152	kuire	k ui r e	346
# 
1511	Miyako	cut	153	ʦɨːʦɨː	ʦ ɨː ʦ ɨː	347
1512	Tōkyō	cut	153	kiru	k i r u	347
1513	Amami	cut	153	kiruri	k i r u r i	347
1514	Kyōto	cut	153	kiru	k i r u	347
1515	Hachijō	cut	153	kiru	k i r u	347
1516	Shuri	cut	153	ʨijuɴ	ʨ i j u ɴ	347
1517	Kōchi	cut	153	kiru	k i r u	347
1518	Sado	cut	153	kiru	k i r u	347
1519	Oki	cut	153	kiru	k i r u	347
1520	Kagoshima	cut	153	kit	k i t	347
# 
1521	Miyako	wide	154	p͡sɨsu	p͡s ɨ s u	348
1522	Tōkyō	wide	154	hiroi	h i r oi	348
1523	Amami	wide	154	hirusari	h i r u s a r i	348
1524	Kyōto	wide	154	hiroi	h i r oi	348
1525	Hachijō	wide	154	hirokʲa	h i r o kʲ a	348
1526	Shuri	wide	154	hwirusaɴ	h w i r u s a ɴ	348
1527	Kōchi	wide	154	hiroi	h i r oi	348
1528	Sado	wide	154	hiroi	h i r oi	348
1529	Oki	wide	154	ɸureː	ɸ u r eː	348
1530	Kagoshima	wide	154	hire	h i r e	348
# 
1531	Miyako	narrow	155	iba	i b a	0
1532	Tōkyō	narrow	155	semai	s e m ai	350
1533	Amami	narrow	155	sebasari	s e b a s a r i	350
1534	Kyōto	narrow	155	sebai	s e b ai	350
1535	Hachijō	narrow	155	sebakʲa	s e b a kʲ a	350
1536	Shuri	narrow	155	ʃibasaɴ	ʃ i b a s a ɴ	350
1537	Kōchi	narrow	155	sebai	s e b ai	350
1538	Sado	narrow	155	semai	s e m ai	350
1539	Oki	narrow	155	semeː	s e m eː	350
1540	Kagoshima	narrow	155	seme	s e m e	350
# 
1541	Miyako	far	156	tuː	t uː	351
1542	Tōkyō	far	156	toːi	t oːi	351
1543	Amami	far	156	θuːsari	θ uː s a r i	351
1544	Kyōto	far	156	toi	t oi	351
1545	Hachijō	far	156	toːkʲa	t oː kʲ a	351
1546	Shuri	far	156	tuːsaɴ	t uː s a ɴ	351
1547	Kōchi	far	156	toːi	t oːi	351
1548	Sado	far	156	toːkui	t oː k ui	351
1549	Oki	far	156	toweː	t o w eː	351
1550	Kagoshima	far	156	toie	t oie	351
# 
1551	Miyako	near	157	atːsa	a tː s a	353
1552	Tōkyō	near	157	ʨikai	ʨ i k ai	352
1553	Amami	near	157	ʨikʲasari	ʨ i kʲ a s a r i	352
1554	Kyōto	near	157	ʨikai	ʨ i k ai	352
1555	Hachijō	near	157	ʨikakʲa	ʨ i k a kʲ a	352
1556	Shuri	near	157	ʨiʦasaɴ	ʨ i ʦ a s a ɴ	352
1557	Kōchi	near	157	tikai	t i k ai	352
1558	Sado	near	157	ʨikai	ʨ i k ai	352
1559	Oki	near	157	ʨikeː	ʨ i k eː	352
1560	Kagoshima	near	157	ʨike	ʨ i k e	352
# 
1561	Miyako	thick	158	uda	u d a	355
1562	Tōkyō	thick	158	aʦui	a ʦ ui	354
1563	Amami	thick	158	ʔaʨiɕari	ʔ a ʨ i ɕ a r i	354
1564	Kyōto	thick	158	goʦui	g o ʦ ui	355
1565	Hachijō	thick	158	aʦukʲa	a ʦ u kʲ a	354
1566	Shuri	thick	158	ʔaɕisaɴ	ʔ a ɕ i s a ɴ	354
1567	Kōchi	thick	158	atui	a t ui	354
1568	Sado	thick	158	aʦui	a ʦ ui	354
1569	Oki	thick	158	aʨiː	a ʨ iː	354
